"area_familia","modalidad","canton","provincia","id_fact_oc","total_cursos","volumen_capacitados","total_horas","total_ganancias","%_asistencia","carga_horaria","costo","anio","num_cap_cer","confidence(range2)","confidence(range1)","prediction(num_cap_cer)","cost"
"tecnologías de la información y comunicación","presencial","latacunga","cotopaxi",1434.0,3.0,195.0,3760.0,55460.0,0.0,40.0,590.0,2022.0,"range2",0.6443844808792206,0.3556155191207795,"range2",0.28876896175844113
"mecánica automotriz","presencial","MISSING","MISSING",1435.0,2.0,44.0,1040.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.31099034420516425,0.6890096557948358,"range1",0.3780193115896715
"alimentación gastronomía y turismo","presencial","quito","pichincha",1438.0,9.0,120.0,120.0,0.0,0.0,24.0,0.0,2022.0,"range1",0.3108290044664286,0.6891709955335714,"range1",0.37834199106714284
"alimentación gastronomía y turismo","presencial","quito","pichincha",1439.0,9.0,120.0,32.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.3110309498048609,0.6889690501951392,"range1",0.3779381003902783
"alimentación gastronomía y turismo","presencial","quito","pichincha",1440.0,9.0,120.0,312.0,0.0,0.0,24.0,0.0,2022.0,"range1",0.31088882246751653,0.6891111775324834,"range1",0.3782223550649669
"administración y legislación","online","quito","pichincha",1451.0,4.0,34.0,120.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.3123173610857459,0.6876826389142541,"range1",0.37536527782850815
"procesos industriales","presencial","quito","pichincha",1452.0,4.0,237.0,140.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31178542927622005,0.68821457072378,"range1",0.37642914144755996
"servicios socioculturales y a la comunidad","presencial","quito","pichincha",1453.0,4.0,237.0,3360.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.32552338691616,0.67447661308384,"range1",0.34895322616768
"administración y legislación","presencial","quito","pichincha",1456.0,1.0,15.0,900.0,0.0,0.0,60.0,0.0,2022.0,"range1",0.31107109171082875,0.6889289082891712,"range1",0.37785781657834244
"procesos industriales","presencial","rumiñahui","pichincha",1458.0,7.0,78.0,3888.0,0.0,0.0,216.0,0.0,2022.0,"range1",0.31065938006287275,0.6893406199371271,"range1",0.3786812398742544
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1466.0,5.0,887.0,680.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.3109603343459775,0.6890396656540226,"range1",0.37807933130804516
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1467.0,5.0,887.0,15712.0,0.0,0.0,32.0,0.0,2022.0,"range2",0.6439866926962006,0.3560133073037994,"range2",0.2879733853924012
"servicios socioculturales y a la comunidad","presencial","daule","guayas",1469.0,5.0,887.0,17280.0,0.0,0.0,48.0,0.0,2022.0,"range2",0.6439867014034576,0.35601329859654235,"range2",0.28797340280691525
"procesos industriales","presencial","shushufindi","sucumbios",1476.0,12.0,865.0,2340.0,0.0,0.0,20.0,0.0,2022.0,"range2",0.35662358814726,0.6433764118527401,"range1",0.2867528237054801
"procesos industriales","presencial","shushufindi","sucumbios",1477.0,12.0,865.0,6760.0,0.0,0.0,20.0,0.0,2022.0,"range2",0.6427957822614737,0.3572042177385261,"range2",0.2855915645229476
"procesos industriales","presencial","shushufindi","sucumbios",1478.0,12.0,865.0,200.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.312179930908713,0.6878200690912871,"range1",0.37564013818257413
"administración y legislación","presencial","shushufindi","sucumbios",1479.0,12.0,865.0,1020.0,0.0,0.0,20.0,0.0,2022.0,"range2",0.31766497408360134,0.6823350259163986,"range1",0.36467005183279727
"administración y legislación","presencial","shushufindi","sucumbios",1480.0,12.0,865.0,1760.0,0.0,0.0,20.0,0.0,2022.0,"range2",0.33355170615485014,0.6664482938451498,"range1",0.3328965876902997
"administración y legislación","presencial","ambato","tungurahua",1482.0,2.0,30.0,560.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.3113880385325898,0.6886119614674101,"range1",0.3772239229348203
"administración y legislación","presencial","ambato","tungurahua",1483.0,2.0,30.0,640.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.31148664629011824,0.6885133537098818,"range1",0.3770267074197635
"artes y artesanía","presencial","guayaquil","guayas",1485.0,3.0,80.0,11847.0,0.0,0.0,359.0,0.0,2022.0,"range2",0.31074430679710324,0.6892556932028967,"range1",0.37851138640579346
"administración y legislación","online","rumiñahui","pichincha",1489.0,7.0,104.0,800.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.3120752704039204,0.6879247295960794,"range1",0.375849459192159
"administración y legislación","online","rumiñahui","pichincha",1491.0,7.0,104.0,440.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.31145110411554683,0.6885488958844531,"range1",0.3770977917689063
"educación y capacitación","online","rumiñahui","pichincha",1494.0,7.0,104.0,168.0,0.0,0.0,24.0,0.0,2022.0,"range1",0.3109148492074628,0.6890851507925372,"range1",0.37817030158507436
"administración y legislación","online","rumiñahui","pichincha",1496.0,7.0,104.0,720.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.311892606864731,0.6881073931352689,"range1",0.3762147862705379
"procesos industriales","presencial","quito","pichincha",1497.0,9.0,450.0,240.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.3132414231745437,0.6867585768254564,"range1",0.3735171536509127
"procesos industriales","presencial","quito","pichincha",1498.0,9.0,450.0,80.0,0.0,0.0,8.0,0.0,2022.0,"range1",0.312648339737088,0.687351660262912,"range1",0.37470332052582395
"procesos industriales","presencial","quito","pichincha",1500.0,9.0,450.0,2424.0,0.0,0.0,12.0,0.0,2022.0,"range2",0.3732793449875338,0.6267206550124662,"range1",0.2534413100249324
"alimentación gastronomía y turismo","presencial","la libertad","santa elena",1504.0,5.0,146.0,36850.0,0.0,0.0,550.0,0.0,2022.0,"range2",0.6439867040471888,0.3560132959528111,"range2",0.2879734080943777
"alimentación gastronomía y turismo","presencial","la libertad","santa elena",1507.0,5.0,146.0,200.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31091049958703876,0.6890895004129612,"range1",0.3781790008259225
"finanzas comercio y ventas","presencial","guayaquil","guayas",1508.0,2.0,227.0,750.0,0.0,0.0,10.0,0.0,2022.0,"range2",0.3118977074247605,0.6881022925752397,"range1",0.3762045851504792
"finanzas comercio y ventas","online","guayaquil","guayas",1509.0,2.0,227.0,750.0,0.0,0.0,10.0,0.0,2022.0,"range2",0.3124475196699327,0.6875524803300673,"range1",0.3751049606601346
"finanzas comercio y ventas","online","guayaquil","guayas",1511.0,2.0,227.0,1520.0,0.0,0.0,10.0,0.0,2022.0,"range2",0.31689948954883346,0.6831005104511666,"range1",0.36620102090233314
"construcción e infraestructura","presencial","quito","pichincha",1512.0,14.0,485.0,3840.0,0.0,0.0,240.0,0.0,2022.0,"range1",0.31065396971178344,0.6893460302882165,"range1",0.37869206057643306
"procesos industriales","online","quito","pichincha",1516.0,14.0,485.0,2640.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.334738513574937,0.665261486425063,"range1",0.330522972850126
"procesos industriales","presencial","quito","pichincha",1522.0,14.0,485.0,920.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.311681845574091,0.688318154425909,"range1",0.37663630885181804
"procesos industriales","presencial","quito","pichincha",1529.0,14.0,485.0,2240.0,0.0,0.0,20.0,0.0,2022.0,"range2",0.33812175831672525,0.6618782416832746,"range1",0.32375648336654933
"procesos industriales","online","quito","pichincha",1530.0,14.0,485.0,1200.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.31295950800072075,0.6870404919992792,"range1",0.37408098399855844
"procesos industriales","online","quito","pichincha",1531.0,14.0,485.0,600.0,0.0,0.0,40.0,0.0,2022.0,"range1",0.31153188179600916,0.6884681182039908,"range1",0.37693623640798163
"procesos industriales","online","quito","pichincha",1534.0,14.0,485.0,928.0,0.0,0.0,8.0,0.0,2022.0,"range2",0.3204605973522657,0.6795394026477344,"range1",0.3590788052954687
"procesos industriales","presencial","quito","pichincha",1535.0,14.0,485.0,1880.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.3154249553774998,0.6845750446225002,"range1",0.36915008924500037
"tecnologías de la información y comunicación","presencial","quito","pichincha",1537.0,2.0,75.0,5040.0,16783.2,0.0,120.0,399.6,2022.0,"range2",0.6380839496010347,0.36191605039896535,"range2",0.2761678992020693
"educación y capacitación","presencial","quito","pichincha",1542.0,4.0,16.0,600.0,0.0,0.0,150.0,0.0,2022.0,"range1",0.3106539489245456,0.6893460510754544,"range1",0.3786921021509088
"educación y capacitación","presencial","quito","pichincha",1544.0,4.0,16.0,300.0,0.0,0.0,150.0,0.0,2022.0,"range1",0.310653774822473,0.689346225177527,"range1",0.378692450355054
"educación y capacitación","presencial","tulcan","sin provincia",1546.0,3.0,23.0,672.0,0.0,0.0,168.0,0.0,2022.0,"range1",0.3106536674221568,0.6893463325778432,"range1",0.3786926651556864
"educación y capacitación","online","tulcan","sin provincia",1550.0,3.0,23.0,500.0,0.0,0.0,50.0,0.0,2022.0,"range1",0.31075321113517823,0.6892467888648217,"range1",0.3784935777296435
"educación y capacitación","presencial","quito","pichincha",1554.0,5.0,150.0,960.0,0.0,0.0,120.0,0.0,2022.0,"range1",0.3106571652329329,0.6893428347670669,"range1",0.378685669534134
"actividades profesionales, científicas y técnicas","desconocida","quito","pichincha",1556.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,2022.0,"range1",0.3114365959078414,0.6885634040921587,"range1",0.37712680818431726
"actividades profesionales, científicas y técnicas","desconocida","quito","pichincha",1557.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,2022.0,"range1",0.31143558783909414,0.6885644121609058,"range1",0.37712882432181166
"servicios socioculturales y a la comunidad","presencial","cuenca","azuay",1559.0,2.0,518.0,20480.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.643986705497953,0.35601329450204705,"range2",0.28797341099590595
"administración y legislación","presencial","ambato","tungurahua",1560.0,4.0,294.0,3800.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.4189617210953925,0.5810382789046075,"range1",0.16207655780921498
"administración y legislación","online","ambato","tungurahua",1562.0,4.0,294.0,1300.0,0.0,0.0,50.0,0.0,2022.0,"range1",0.3126492646296423,0.6873507353703577,"range1",0.3747014707407154
"alimentación gastronomía y turismo","online","ambato","tungurahua",1564.0,4.0,294.0,4800.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.4505777662235,0.5494222337765,"range1",0.09884446755300003
"educación y capacitación","presencial","machala","el oro",1565.0,3.0,95.0,1260.0,0.0,0.0,60.0,0.0,2022.0,"range1",0.31078546326734174,0.6892145367326582,"range1",0.37842907346531646
"educación y capacitación","presencial","machala","el oro",1566.0,3.0,95.0,42840.0,0.0,0.0,840.0,0.0,2022.0,"range2",0.6439862781595961,0.3560137218404038,"range2",0.2879725563191923
"actividades profesionales, científicas y técnicas","desconocida","quito","pichincha",1569.0,13.0,469.0,0.0,0.0,0.0,0.0,0.0,2022.0,"range1",0.3114484513216243,0.6885515486783756,"range1",0.37710309735675135
"educación y capacitación","presencial","quito","pichincha",1570.0,13.0,469.0,3240.0,0.0,0.0,40.0,0.0,2022.0,"range2",0.32044123551051573,0.6795587644894843,"range1",0.35911752897896854
"artes y artesanía","online","quito","pichincha",1574.0,5.0,116.0,4096.0,0.0,0.0,64.0,0.0,2022.0,"range2",0.323808308634484,0.676191691365516,"range1",0.35238338273103204
"artes y artesanía","presencial","quito","pichincha",1575.0,5.0,116.0,4096.0,0.0,0.0,64.0,0.0,2022.0,"range2",0.3197196914784066,0.6802803085215934,"range1",0.36056061704318676
"artes y artesanía","online","quito","pichincha",1576.0,5.0,116.0,440.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31113342748622236,0.6888665725137776,"range1",0.37773314502755523
"artes y artesanía","presencial","quito","pichincha",1579.0,5.0,116.0,60.0,0.0,0.0,20.0,0.0,2022.0,"range1",0.31083886087034557,0.6891611391296544,"range1",0.3783222782593088
