id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria
287,curso,administración y legislación,administración contable y de costos,tributación fiscal,online,40.0
288,curso,comunicación y artes gráficas,fotografía,fotografía de producto,online,40.0
289,curso,tecnologías de la información y comunicación,programas de escritorio,excel intermedio,online,40.0
290,curso,administración y legislación,legislación,marco legal y discapacidad,presencial,16.0
291,curso,administración y legislación,legislación,marco legal y discapacidad,online,16.0
292,curso,administración y legislación,legislación,marco legal y discapacidad,semipresencial,16.0
293,curso,educación y capacitación,capacitación,educación inclusiva,presencial,16.0
294,curso,educación y capacitación,capacitación,educación inclusiva,semipresencial,16.0
295,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidado de personas con discapacidad,presencial,20.0
296,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidado de personas con discapacidad,online,20.0
297,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidado de personas con discapacidad,semipresencial,20.0
298,curso,administración y legislación,administración general,emprendimiento,presencial,36.0
299,curso,administración y legislación,administración general,emprendimiento,online,36.0
300,curso,administración y legislación,administración general,emprendimiento,semipresencial,36.0
301,curso,servicios socioculturales y a la comunidad,género,violencia de género,presencial,16.0
302,curso,servicios socioculturales y a la comunidad,género,violencia de género,online,16.0
303,curso,servicios socioculturales y a la comunidad,género,violencia de género,semipresencial,16.0
304,curso,educación y capacitación,capacitación,bullying y discapacidad,presencial,10.0
305,curso,educación y capacitación,capacitación,bullying y discapacidad,online,10.0
306,curso,educación y capacitación,capacitación,bullying y discapacidad,semipresencial,10.0
307,curso,alimentación gastronomía y turismo,turismo,turismo accesible,online,16.0
308,curso,alimentación gastronomía y turismo,turismo,turismo accesible,semipresencial,16.0
309,curso,educación y capacitación,capacitación,educación inclusiva,online,16.0
310,curso,alimentación gastronomía y turismo,turismo,turismo accesible,presencial,16.0
311,curso,educación y capacitación,idiomas,nivel intermedio b1 – inglés,presencial,140.0
312,curso,educación y capacitación,idiomas,nivel básico a2 – inglés,presencial,140.0
313,curso,educación y capacitación,idiomas,nivel intermedio b2 – inglés,presencial,140.0
314,curso,administración y legislación,gestión del talento humano,liderazgo y gerencia para ejecutivos,presencial,12.0
315,curso,administración y legislación,gestión del talento humano,liderazgo y alta gerencia,presencial,40.0
316,curso,administración y legislación,administración general,compras públicas y módulo facilitador ushay,presencial,8.0
317,curso,administración y legislación,administración general,administración y fiscalización de procesos,presencial,8.0
318,curso,administración y legislación,administración general,planificación estratégica con indicadores de gestión,presencial,16.0
319,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,presencial,16.0
320,curso,finanzas comercio y ventas,comercio exterior y cambios,operaciones del comercio exterior con ecuapass,presencial,8.0
321,curso,finanzas comercio y ventas,trámites de exportación e importación,importaciones desde china,presencial,8.0
322,curso,finanzas comercio y ventas,marketing y ventas,especialización en ventas con forecast,presencial,12.0
323,curso,finanzas comercio y ventas,marketing y ventas,formación de lideres en ventas,presencial,12.0
324,curso,transporte y logística,manejo integral de bodegas y almacenes,manejo de bodegas y control de inventarios,presencial,13.0
325,curso,administración y legislación,gestión de la calidad,contraloría,presencial,8.0
326,curso,administración y legislación,gestión de la calidad,auditoría iso 9001: 2015,presencial,16.0
327,curso,administración y legislación,gestión de la calidad,auditoría iso 37001-2016-sistema antisoborno,presencial,40.0
328,curso,administración y legislación,gestión del talento humano,selección efectiva de personal,presencial,12.0
329,curso,administración y legislación,evaluación de proyectos,dirección de proyectos,presencial,16.0
330,curso,transporte y logística,logística integral,planificación de ruta y operaciones de transporte,presencial,8.0
331,curso,educación y capacitación,idiomas,nivel intermedio b1 - inglés adultos,presencial,120.0
332,curso,educación y capacitación,idiomas,nivel intermedio b2 - inglés adultos,presencial,120.0
333,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,presencial,16.0
334,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,obligaciones laborales en seguridad y salud en le trabajo-normativa legal-inspecciones organismos de control,presencial,12.0
335,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"organismos paritarios de seguridad y salud en el trabajo efidientes: comité, subcomité y delegaciones",presencial,12.0
336,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"programa integral de prevención y reducción del uso y consumo de alcohol, tabaco y otras drogas en el ámbito laboral",presencial,12.0
337,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,programa de prevención de riesgos psicosociales,presencial,12.0
338,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales-seguridad y salud en el trabajo. principios y fundamentos,presencial,30.0
339,curso,administración y legislación,gestión de la calidad,"formación en auditoría lider en sistemas de gestión de la continuidad del negocio, basado en ela norma internacional iso22301,iso19011",presencial,40.0
340,curso,administración y legislación,gestión de la calidad,"formación en auditoría lider en sistemas de gestión de la gestión de la seguridad de la información basado en la norma internacional iso 27001, iso19011",presencial,40.0
341,curso,administración y legislación,gestión de la calidad,"formación en auditoría lider en sistemas de gestión del servico basado en la norma internacional iso 20000, iso19011",presencial,40.0
342,curso,administración y legislación,gestión de la calidad,"formación en auditoría lider en sistemas de gestión integrados, basado en las normas internacionales iso 9001:2015, iso 14001:2015, iso 45001:2018, iso 19001",online,60.0
343,curso,administración y legislación,gestión de la calidad,"formación en auditoría en sistemas de gestión integrados, basados en las normas internacionales iso 9001:2015, iso 14001:2015, iso 45001_2018, iso 19011",online,40.0
344,curso,administración y legislación,gestión de la calidad,"formación en auditoría lider en sistemas de gestión de seguridad y salud basado en la norma internacional iso 45001:2018,iso 19011",online,40.0
345,curso,artes y artesanía,peluquería y belleza barbería y estilismo,tecnificación en asesoríade imagen,presencial,500.0
346,curso,artes y artesanía,peluquería y belleza barbería y estilismo,tecnificación en belleza integral y peluquería,presencial,500.0
347,curso,artes y artesanía,cosmetología,tecnificación en cosmetología estética y técnicas alternativas,presencial,500.0
348,curso,artes y artesanía,cosmetología,tecnificación en estética integral,presencial,160.0
349,curso,comunicación y artes gráficas,medios de comunicación social,"tecnificación en locución radial, televisiva y ceremonial",presencial,160.0
350,curso,artes y artesanía,peluquería y belleza barbería y estilismo,tecnificación en manicure y pedicure profesional,presencial,160.0
351,curso,artes y artesanía,peluquería y belleza barbería y estilismo,tecnificación en maquillaje e imagen profesional,presencial,360.0
352,curso,educación y capacitación,capacitación,"tecnificación en modelaje, pasarela e imagen personal",presencial,160.0
