,Perfil,Competenecia Laboral,Familia,Sector,Descargar Perfil
188,PROGRAMACIÓN DE CONTENIDOS PARA MEDIOS DE COMUNICACIÓN,PROGRAMAR PRODUCTOS COMUNICACIONALES RADIOFÓNICOS Y O TELEVISIVOS SOBRE LA BASE DE NECESIDADES DEL MEDIO COMUNITARIO CUMPLIENDO LOS PRECEPTOS DE LA LEY ORGÁNICA DE COMUNICACIÓN Y LOS PROCEDIMIENTOS DEL MEDIO DE COMUNICACIÓN.,ACTIVIDADES COMUNITARIAS,ACTIVIDADES DE PROGRAMACIÓN Y TRANSMISIÓN,
189,OPERACIONES ESPECIALIZADAS EN LA EMISIÓN DE LA SEÑAL DE TV,"ESTABLECER LAS CONDICIONES TÉCNICAS PARA LA TRANSMISIÓN, RECEPCIÓN Y MONITOREO DE LA SEÑAL EN AUDIO Y VIDEO DE TELEVISIÓN CONFORME A LOS ESTÁNDARES INTERNACIONALES DE CALIDAD.",ACTIVIDADES COMUNITARIAS,ACTIVIDADES DE PROGRAMACIÓN Y TRANSMISIÓN,
190,OPERACIONES DE BODEGA PARA EQUIPOS DE TELEFONÍA MÓVIL,"ADMINISTRAR PRODUCTOS Y EQUIPOS DE TELEFONÍA MÓVIL EN BODEGA, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS Y CUMPLIENDO LA NORMATIVA DE SALUD Y SEGURIDAD OCUPACIONAL VIGENTE.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),TELECOMUNICACIONES,
191,DESARROLLO DE SOFTWARE,PROGRAMAR SISTEMAS INFORMÁTICOS BAJO ESPECIFICACIONES FUNCIONALES Y TÉCNICAS REQUERIDAS.,TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
192,ADMINISTRACIÓN DE BASES DE DATOS,"ADMINISTRAR UN SISTEMA DE BASES DE DATOS, INTERPRETANDO SU DISEÑO Y ESTRUCTURA, Y REALIZANDO LA ADAPTACIÓN DEL MODELO A LOS REQUERIMIENTOS DEL SISTEMA GESTOR DE BASES DE DATOS (SGBD), ASÍ COMO LA CONFIGURACIÓN Y ADMINISTRACIÓN DEL MISMO A NIVEL FÍSICO Y LÓGICO, A FIN DE ASEGURAR LA INTEGRIDAD, DISPONIBILIDAD Y CONFIDENCIALIDAD DE LA INFORMACIÓN ALMACENADA.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
193,PROGRAMACIÓN EN LENGUAJES ESTRUCTURADOS DE APLICACIONES DE GESTIÓN,DESARROLLAR APLICACIONES DE GESTIÓN A PARTIR DE UN DISEÑO ESPECIFICADO MEDIANTE TÉCNICAS DE PROGRAMACIÓN ESTRUCTURADA UTILIZANDO EQUIPOS Y HERRAMIENTAS INFORMÁTICAS ACCEDIENDO Y MANIPULANDO LA INFORMACIÓN UBICADA EN SISTEMAS GESTORES DE BASES DE DATOS.,TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
194,DISEÑO DE PÁGINA WEB,"DISEÑAR PÁGINAS WEB QUE INTEGREN TEXTOS, IMÁGENES Y OTROS ELEMENTOS, UTILIZANDO LENGUAJES DE MARCADO Y EDITORES APROPIADOS, DE ACUERDO A REQUERIMIENTOS Y PROCEDIMIENTOS ESTABLECIDOS.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
195,ASISTENCIA DE CARTERA,"EJECUTAR LA ESTRATEGIA DE RECUPERACIÓN DE CARTERA, QUE PERMITA EL CUMPLIMIENTO DE LOS PRESUPUESTOS DE INGRESO CONTRIBUYENDO AL FLUJO EFECTIVO DE LA EMPRESA DE ACUERDO A LA NORMATIVA VIGENTE",SERVICIOS FINANCIEROS,"OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES",
196,OPERACIONES ESPECIALIZADAS EN REDES DEPARTAMENTALES,REALIZAR PROCEDIMIENTOS QUE ASEGUREN UNA CONECTIVIDAD ENTRE REDES PRIVADAS Y REDES PÚBLICAS QUE PERMITAN UNA ADMINISTRACIÓN OPERATIVA ANTE CIERTAS SITUACIONES EMPRESARIALES.,TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
197,ADMINISTRACIÓN BASE DE DATOS RELACIONALES CON TECNOLOGÍAS SOFTWARE LIBRE,"ADMINISTRAR UN SISTEMA DE BASES DE DATOS RELACIONALES, INTERPRETANDO SU DISEÑO Y ESTRUCTURA, Y REALIZANDO LA ADAPTACIÓN DEL MODELO A LOS REQUERIMIENTOS DE UN SISTEMA GESTOR DE BASES DE DATOS (SGBD) DE SOFTWARE LIBRE, ASÍ COMO LA CONFIGURACIÓN Y ADMINISTRACIÓN DEL MISMO A NIVEL FÍSICO Y LÓGICO, A FIN DE ASEGURAR LA INTEGRIDAD, DISPONIBILIDAD Y CONFIDENCIALIDAD DE LA INFORMACIÓN ALMACENADA.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
198,DISEÑO GRÁFICO Y COMUNICACIÓN VISUAL CON TECNOLOGÍAS LIBRES,"REALIZAR LA INTERPRETACIÓN Y DEFINICIÓN DE PROPUESTAS DE DISEÑO GRÁFICO Y COMUNICACIÓN VISUAL DE COMPLEJIDAD MEDIA, UTILIZANDO HERRAMIENTAS COMPUTACIONALES CON TECNOLOGÍAS LIBRES ACORDE CON LAS NUEVAS FORMAS DE COMUNICACIÓN E INFORMACIÓN PARA LOGRAR RESPUESTAS CREATIVAS EN PLAZOS RAZONABLES QUE INCORPOREN CONCEPTOS DE IDENTIDAD, UNIVERSALIDAD, CONTEMPORANEIDAD Y CALIDAD, AJUSTADAS A LOS REQUERIMIENTOS DEL CLIENTE Y CARACTERÍSTICAS DE LA POBLACIÓN OBJETIVO",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
199,MIGRACIÓN A SOFTWARE LIBRE A COMPUTADORES DE ESCRITORIOS,"GESTIONAR PROYECTOS DE ACTUALIZACIÓN/MIGRACIÓN A SOFTWARE LIBRE DE ESCRITORIOS EN INSTITUCIONES PÚBLICAS, DE ACUERDO A POLÍTICAS NACIONALES E INSTITUCIONALES ESTABLECIDAS.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),"PROGRAMACIÓN INFORMÁTICA, CONSULTORÍA DE INFORMÁTICA Y ACTIVIDADES CONEXAS",
200,SEGURIDAD INFORMÁTICA,"GARANTIZAR LA SEGURIDAD DE LOS ACCESOS Y USOS DE LA INFORMACIÓN REGISTRADA EN EQUIPOS INFORMÁTICOS, ASÍ COMO DEL PROPIO SISTEMA, PROTEGIÉNDOSE DE LOS POSIBLES ATAQUES, IDENTIFICANDO VULNERABILIDADES Y APLICANDO SISTEMAS DE CIFRADO A LAS COMUNICACIONES QUE SE REALICEN HACIA EL EXTERIOR Y EN EL INTERIOR DE LA ORGANIZACIÓN.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),ACTIVIDADES DE SERVICIOS DE INFORMACIÓN,
201,DESARROLLO DE APLICACIONES CON TECNOLOGÍAS WEB,"DESARROLLAR DOCUMENTOS Y COMPONENTES SOFTWARE QUE CONSTITUYAN APLICACIONES INFORMÁTICAS EN ENTORNOS DISTRIBUIDOS UTILIZANDO TECNOLOGÍAS WEB, PARTIENDO DE UN DISEÑO TÉCNICO YA ELABORADO, REALIZANDO, ADEMÁS, LA VERIFICACIÓN, DOCUMENTACIÓN E IMPLANTACIÓN DE LOS MISMOS.",TECNOLOGÍA: HARDWARE Y SOFTWARE (INCLUYE TIC),ACTIVIDADES DE SERVICIOS DE INFORMACIÓN,
202,GESTIÓN DE INVERSIONES,REALIZAR EL PROCESO DE CAPTACIÓN DE RECURSOS MEDIANTE DEPÓSITOS A PLAZO FIJOS (DPFS) PARA LAS ORGANIZACIONES DEL SECTOR FINANCIERO DE ACUERDO A LAS POLÍTICAS Y PROCEDIMIENTOS ESTABLECIDOS.,SERVICIOS FINANCIEROS,"ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES",
203,SUPERVISIÓN DE CAJA,"SUPERVISAR LAS OPERACIONES DE CAJA EN ORGANIZACIONES O ENTIDADES FINANCIERAS, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS.",SERVICIOS FINANCIEROS,"ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES",
204,SUPERVISIÓN DE ORGANIZACIONES DEL SECTOR FINANCIERO POPULAR Y SOLIDARIO,"PLANIFICAR, SUPERVISAR Y EVALUAR LOS PROCESOS Y PROCEDIMIENTOS FINANCIEROS, ADMINISTRATIVOS, LEGALES Y SOCIALES DE LAS ORGANIZACIONES DEL SECTOR FINANCIERO POPULAR Y SOLIDARIO TOMANDO EN CONSIDERACIÓN LA ESTRUCTURA FUNCIONAL Y LAS METODOLOGÍAS ESPECÍFICAS ASOCIADAS A LOS DIFERENTES TIPOS DE INDICADORES.",SERVICIOS FINANCIEROS,"ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES",
205,MANEJO DE LA ATENCIÓN DE EMERGENCIAS OBSTÉTRICAS,COORDINAR LA ATENCIÓN DE EMERGENCIAS OBSTÉTRICAS DE ACUERDO A LOS PROTOCOLOS ESTABLECIDOS.,ACTIVIDADES DE SALUD,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
206,OPERACIONES AUXILIARES EN CONTROL Y VIGILANCIA FITO SANITARIA,EJECUTAR ACTIVIDADES DE VIGILANCIA Y CONTROL FITOSANITARIO DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS CUMPLIENDO LA NORMATIVA LEGAL VIGENTE.,PRODUCCIÓN PECUARIA,FABRICACIÓN DE SUBSTANCIAS Y PRODUCTOS QUÍMICOS,
207,OPERACIONES DE MANTENIMIENTO,"REALIZAR OPERACIONES DE CONTROL, MANTENIMIENTO PREVENTIVO, PREDICTIVO Y CORRECTIVO DE MAQUINARIA Y EQUIPOS DE ACUERDO A LOS PROCEDIMIENTOS DE LA EMPRESA, APLICANDO LAS NORMAS DE SEGURIDAD Y SALUD OCUPACIONAL.",ACTIVIDADES TIPO SERVICIOS,REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,
208,OPERACIONES DE MONTAJE DE INSTALACIONES DE ENERGÍA EÓLICA,"EFECTUAR OPERACIONES PARA EL MONTAJE Y PUESTA EN OPERACIÓN DE INSTALACIONES DE ENERGÍA EÓLICA, CUMPLIENDO LAS NORMATIVAS TÉCNICAS Y DE SEGURIDAD VIGENTES.","ELECTRICIDAD, GAS Y AGUA",REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO,
209,OPERACIONES EN COLORIMETRÍA,"ELABORAR UN DETERMINADO COLOR APLICADO A LA INDUSTRIA AUTOMOTRIZ, DE ACUERDO A LOS REQUERIMIENTOS DEL CLIENTE, SIGUIENDO PROCEDIMIENTOS DE COLORIMETRÍA PARA EL REPINTE AUTOMOTRIZ.","VEHÍCULOS, AUTOMOTORES, CARROCERÍAS Y SUS PARTES",COMERCIO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,
210,PRÁCTICA TERAPÉUTICA DE SHIATSU,REALIZAR PRÁCTICA TERAPÉUTICA ALTERNATIVA DE SHIATSU DE ACUERDO A REQUERIMIENTOS DEL USUARIO SIGUIENDO PROCEDIMIENTOS ESTABLECIDOS.,ACTIVIDADES DE SALUD,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
211,PRÁCTICA TERAPÉUTICA DE YOGA,REALIZAR PRÁCTICA TERAPÉUTICA ALTERNATIVA DE YOGA SIGUIENDO PROCEDIMIENTOS ESTABLECIDOS.,ACTIVIDADES DE SALUD,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA,
212,SISTEMAS DE CONTROL ELECTRÓNICO AUTOMOTRIZ,"EJECUTAR OPERACIONES DE CONTROL DE LOS SISTEMAS ELECTRÓNICOS QUE FORMAN PARTE DE UN VEHÍCULO, FACILITANDO SU MANEJO Y ASEGURANDO SUFUNCIONAMIENTO ADECUADO, DE ACUERDO PROCEDIMIENTOS ESTABLECIDOS Y NORMATIVA VIGENTE.","VEHÍCULOS, AUTOMOTORES, CARROCERÍAS Y SUS PARTES",COMERCIO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,
213,SOSTENIMIENTO EN MINAS SUBTERRÁNEAS,"REALIZAR EL SOSTENIMIENTO O ENTIBADO EN MINAS SUBTERRÁNEAS, CUANDO EL MACIZO ROCOSO NO ES AUTO SOPORTABLE DE ACUERDO A PROCEDIMIENTOS TÉCNICOS ESTABLECIDOS, CUMPLIENDO CON LA NORMATIVA VIGENTE.","MINAS, CANTERAS Y YACIMIENTOS",ACTIVIDADES DE SERVICIOS DE APOYO PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS,
214,SUPERVISIÓN EN MANEJO DE ENERGÍA ELÉCTRICA,"SUPERVISAR GRUPOS DE TRABAJO EN ACTIVIDADES DE GENERACIÓN, TRANSMISIÓN, SUBTRANSMISIÓN, DISTRIBUCIÓN Y COMERCIALIZACIÓN, EN TRABAJOS PROPIOS DEL SECTOR ELÉCTRICO CON BASE A LAS NECESIDADES DEL CONTEXTO.","ELECTRICIDAD, GAS Y AGUA","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",
215,ACTIVIDADES DE MAYORDOMO A BORDO DE UN BUQUE DE PASAJE,"ATENDER A LOS PASAJEROS A BORDO DE UN BUQUE DE PASAJEROS, DE ACUERDO A PROCEDIMIENTOS ESTABLECIDOS.","TRANSPORTE, ALMACENAMIENTO Y LOGÍSTICA",ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE,
216,OPERACIONES AUXILIARES EN ESTABILIDAD Y SOSTENIMIENTO SUBTERRÁNEO,"REALIZAR EL SOSTENIMIENTO O ENTIBADO CON BASE EN PROCEDIMIENTOS TÉCNICOS PARA DAR ESTABILIDAD A LAS ACTIVIDADES MINERAS SUBTERRÁNEAS, CUANDO EL MACIZO ROCOSO NO ES AUTO SOPORTABLE Y CUMPLIENDO CON LA NORMATIVA VIGENTE.","MINAS, CANTERAS Y YACIMIENTOS",EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS,
217,ASISTENCIA A LAS ACTIVIDADES DE MANTENIMIENTO DE AERONAVES,"ASISTIR EN EL MANTENIMIENTO Y SERVICIOS EN LA AERONAVE, DE ACUERDO A ESPECIFICACIONES TÉCNICAS Y NORMATIVA LEGAL VIGENTE BAJO SUPERVISIÓN DEL JEFE DE MANTENIMIENTO.","TRANSPORTE, ALMACENAMIENTO Y LOGÍSTICA",ALMACENAMIENTO Y ACTIVIDADES DE APOYO AL TRANSPORTE,
218,ACTIVIDADES DE APOYO PARA LA PROMOCIÓN EN RECREACIÓN Y DEPORTES,"PARTICIPAR EN LAPROMOCIÓN DE ACTIVIDADES FÍSICAS,RECREATIVAS Y DEPORTIVAS FORMATIVAS-RECREATIVAS,ASÍ COMO EN PROCESOS DE ORGANIZACIÓN DE ENCUENTROS RECREATIVOS Y DEPORTIVOS DESTINADOS A INDIVIDUOS, GRUPOS Y ENTIDADES PÚBLICAS Y PRIVADAS, PARA EL MEJORAMIENTO DE LA CALIDAD DE VIDA Y EL BIENESTAR DE LA POBLACIÓN.",ACTIVIDADES COMUNITARIAS,"ACTIVIDADES DEPORTIVAS, DE ESPARCIMIENTO Y RECREATIVAS",
219,COSMIATRÍA,REALIZAR PROCEDIMIENTOS COSMIÁTRICOS FACIALES Y CORPORALES CON BASE EN LA DERIVACIÓN MÉDICA O AL DIAGNÓSTICO MÉDICO REALIZADO.,ACTIVIDADES COMUNITARIAS,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES,
