"canton","provincia","id_fact_oc_rs","id_razon_social","id_fecha","volumen_porcentaje_asistencia","dia","volumen_ganancias","fecha","razon_social","estado","tipo_razon_social","fecha_resolucion","volumen_cap_cer","volumen_horas","total_cursos","mes","anio","prediction(volumen_ganancias)"
"quito","pichincha",234.0,740.0,7.0,0.0,31.0,15283.282222222217,"31-12-2022","escuela tecnica de conduccion balseca aguas del ecuador cia. ltda.","calificado","operador de capacitación","31-03-2022",64.0,2147.0,5.0,12.0,2022.0,15283.282222222217
"quito","pichincha",234.0,740.0,7.0,0.0,1.0,15283.282222222217,"01-02-2020","escuela tecnica de conduccion balseca aguas del ecuador cia. ltda.","calificado","operador de capacitación","31-03-2022",64.0,2147.0,5.0,2.0,2020.0,15283.282222222217
"quito","pichincha",237.0,770.0,7.0,0.0,31.0,666886.4634920635,"31-12-2022","factor integral social ecuatoriano fialser s.a.","calificado","operador de capacitación","6/5/2022",1410.0,17112.0,18.0,12.0,2022.0,666886.4634920635
"quito","pichincha",237.0,770.0,7.0,0.0,1.0,666886.4634920635,"01-02-2020","factor integral social ecuatoriano fialser s.a.","calificado","operador de capacitación","6/5/2022",1410.0,17112.0,18.0,2.0,2020.0,666886.4634920635
"loja","loja",241.0,795.0,7.0,0.0,31.0,84268.79999999999,"31-12-2022","fine english cia ltda","calificado","operador de capacitación","7/3/2022",2291.0,702240.0,8.0,12.0,2022.0,84268.79999999999
"loja","loja",241.0,795.0,7.0,0.0,1.0,84268.79999999999,"01-02-2020","fine english cia ltda","calificado","operador de capacitación","7/3/2022",2291.0,702240.0,8.0,2.0,2020.0,84268.79999999999
"quito","pichincha",243.0,813.0,7.0,0.0,31.0,296924.8685714285,"31-12-2022","fondo ecuatoriano populorum progressio","calificado","operador de capacitación","24-02-2022",94.0,14024.0,6.0,12.0,2022.0,296924.8685714285
"quito","pichincha",243.0,813.0,7.0,0.0,1.0,296924.8685714285,"01-02-2020","fondo ecuatoriano populorum progressio","calificado","operador de capacitación","24-02-2022",94.0,14024.0,6.0,2.0,2020.0,296924.8685714285
"loja","loja",246.0,820.0,7.0,0.0,31.0,4692.0,"31-12-2022","formar centro de capacitacion profesional cia. ltda.","calificado","operador de capacitación","14-02-2022",300.0,39100.0,4.0,12.0,2022.0,4692.0
"loja","loja",246.0,820.0,7.0,0.0,1.0,4692.0,"01-02-2020","formar centro de capacitacion profesional cia. ltda.","calificado","operador de capacitación","14-02-2022",300.0,39100.0,4.0,2.0,2020.0,4692.0
"quito","pichincha",251.0,842.0,7.0,0.0,31.0,528.72,"31-12-2022","fundacion corfore corporacion ecuatoriana formacion estudiantil","calificado","operador de capacitación","26-04-2022",1.0,8.0,1.0,12.0,2022.0,462.92591269841273
"quito","pichincha",251.0,842.0,7.0,0.0,1.0,528.72,"01-02-2020","fundacion corfore corporacion ecuatoriana formacion estudiantil","calificado","operador de capacitación","26-04-2022",1.0,8.0,1.0,2.0,2020.0,462.92591269841273
"quito","pichincha",252.0,843.0,7.0,0.0,31.0,62285.94825396825,"31-12-2022","fundacion corporacion para el fortalecimiento social y empresarial corfose","calificado","operador de capacitación","9/8/2022",393.0,6726.0,9.0,12.0,2022.0,62285.94825396825
"quito","pichincha",252.0,843.0,7.0,0.0,1.0,62285.94825396825,"01-02-2020","fundacion corporacion para el fortalecimiento social y empresarial corfose","calificado","operador de capacitación","9/8/2022",393.0,6726.0,9.0,2.0,2020.0,62285.94825396825
"guayaquil","guayas",254.0,846.0,7.0,0.0,31.0,19279.5,"31-12-2022","fundacion de ayuda a la educacion","calificado","operador de capacitación","5/1/2022",10.0,5250.0,2.0,12.0,2022.0,19279.5
"guayaquil","guayas",254.0,846.0,7.0,0.0,1.0,19279.5,"01-02-2020","fundacion de ayuda a la educacion","calificado","operador de capacitación","5/1/2022",10.0,5250.0,2.0,2.0,2020.0,19279.5
"quito","pichincha",267.0,903.0,7.0,0.0,31.0,7929.599999999999,"31-12-2022","gasterdocens sa","calificado","operador de capacitación","4/10/2022",3.0,480.0,1.0,12.0,2022.0,7929.599999999999
"quito","pichincha",267.0,903.0,7.0,0.0,1.0,7929.599999999999,"01-02-2020","gasterdocens sa","calificado","operador de capacitación","4/10/2022",3.0,480.0,1.0,2.0,2020.0,7929.599999999999
"quito","pichincha",272.0,928.0,7.0,0.0,31.0,6612.0,"31-12-2022","gonzalez giraldo blanca niria","calificado","operador de capacitación","18-03-2022",95.0,11400.0,3.0,12.0,2022.0,6612.0
"quito","pichincha",272.0,928.0,7.0,0.0,1.0,6612.0,"01-02-2020","gonzalez giraldo blanca niria","calificado","operador de capacitación","18-03-2022",95.0,11400.0,3.0,2.0,2020.0,6612.0
"cuenca","azuay",275.0,947.0,7.0,0.0,31.0,1956.24,"31-12-2022","green work consultores","calificado","operador de capacitación","28-06-2022",94.0,1144.0,4.0,12.0,2022.0,1956.24
"cuenca","azuay",275.0,947.0,7.0,0.0,1.0,1956.24,"01-02-2020","green work consultores","calificado","operador de capacitación","28-06-2022",94.0,1144.0,4.0,2.0,2020.0,1956.24
"quito","pichincha",277.0,968.0,7.0,0.0,31.0,235154.857142857,"31-12-2022","guayasamin polanco nyra virna","calificado","operador de capacitación","1/9/2022",76.0,34200.0,4.0,12.0,2022.0,235154.857142857
"quito","pichincha",277.0,968.0,7.0,0.0,1.0,235154.857142857,"01-02-2020","guayasamin polanco nyra virna","calificado","operador de capacitación","1/9/2022",76.0,34200.0,4.0,2.0,2020.0,235154.857142857
"pastaza","pastaza",281.0,990.0,7.0,0.0,31.0,878186.0,"31-12-2022","guzman amoroso gil douglas","calificado","operador de capacitación","26-04-2022",736.0,45942.0,13.0,12.0,2022.0,878186.0
"pastaza","pastaza",281.0,990.0,7.0,0.0,1.0,878186.0,"01-02-2020","guzman amoroso gil douglas","calificado","operador de capacitación","26-04-2022",736.0,45942.0,13.0,2.0,2020.0,878186.0
"manta","manabi",12.0,1153.0,4.0,0.0,31.0,34084.0,"31-12-2019","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",155.0,6200.0,6.0,12.0,2019.0,34084.0
"manta","manabi",12.0,1153.0,4.0,0.0,1.0,34084.0,"01-02-2017","instituto superior tecnológico luis arboleda martínez - manta","calificado","operador de capacitación","7/11/2019",155.0,6200.0,6.0,2.0,2017.0,34084.0
"quito","pichincha",23.0,1217.0,4.0,0.0,31.0,23910.0,"31-12-2019","instituto tecnologico superior japon","calificado","operador de capacitación","31-01-2022",10.0,1200.0,2.0,12.0,2019.0,14224.010000000002
"quito","pichincha",23.0,1217.0,4.0,0.0,1.0,23910.0,"01-02-2017","instituto tecnologico superior japon","calificado","operador de capacitación","31-01-2022",10.0,1200.0,2.0,2.0,2017.0,14224.010000000002
"guayaquil","guayas",67.0,149.0,4.0,0.1358381502890173,31.0,40588.12,"31-12-2019","asociacion red de talento humano del ecuador redthumanoec s.a.","calificado","operador de capacitación","18-03-2019",188.0,2384.0,9.0,12.0,2019.0,40588.12
"guayaquil","guayas",67.0,149.0,4.0,0.1358381502890173,1.0,40588.12,"01-02-2017","asociacion red de talento humano del ecuador redthumanoec s.a.","calificado","operador de capacitación","18-03-2019",188.0,2384.0,9.0,2.0,2017.0,40588.12
"samborondon","sin provincia",83.0,1584.0,4.0,0.0,31.0,6182.8,"31-12-2019","nsf ecuador s.a.","calificado","operador de capacitación","21-03-2021",13.0,130.0,1.0,12.0,2019.0,6182.8
"samborondon","sin provincia",83.0,1584.0,4.0,0.0,1.0,6182.8,"01-02-2017","nsf ecuador s.a.","calificado","operador de capacitación","21-03-2021",13.0,130.0,1.0,2.0,2017.0,6182.8
"samborondon","sin provincia",137.0,2088.0,4.0,0.0,31.0,50926.74,"31-12-2019","universidad particular de especialidades espiritu santo","calificado","operador de capacitación","15-11-2021",92.0,2316.0,4.0,12.0,2019.0,50926.74
"samborondon","sin provincia",137.0,2088.0,4.0,0.0,1.0,50926.74,"01-02-2017","universidad particular de especialidades espiritu santo","calificado","operador de capacitación","15-11-2021",92.0,2316.0,4.0,2.0,2017.0,50926.74
"portoviejo","manabi",165.0,28.0,4.0,0.0,31.0,104371.6,"31-12-2019","administrativa, ambiental, financiera, legal guadamud&giler consultconfianza s.a.","calificado","operador de capacitación","20-02-2019",290.0,2216.0,2.0,12.0,2019.0,104371.6
"portoviejo","manabi",165.0,28.0,4.0,0.0,1.0,104371.6,"01-02-2017","administrativa, ambiental, financiera, legal guadamud&giler consultconfianza s.a.","calificado","operador de capacitación","20-02-2019",290.0,2216.0,2.0,2.0,2017.0,104371.6
"quito","pichincha",261.0,869.0,4.0,0.0,31.0,39660.43809523808,"31-12-2019","fundacion voluntar centro de familia, voluntariado y cultura deportiva","calificado","operador de capacitación","23-01-2019",331.0,8500.0,5.0,12.0,2019.0,39660.43809523808
"quito","pichincha",261.0,869.0,4.0,0.0,1.0,39660.43809523808,"01-02-2017","fundacion voluntar centro de familia, voluntariado y cultura deportiva","calificado","operador de capacitación","23-01-2019",331.0,8500.0,5.0,2.0,2017.0,39660.43809523808
"quito","pichincha",282.0,998.0,4.0,0.0,31.0,17750.0,"31-12-2019","haro guanga pola irlanda","calificado","operador de capacitación","15-12-2021",71.0,426.0,1.0,12.0,2019.0,17750.0
"quito","pichincha",282.0,998.0,4.0,0.0,1.0,17750.0,"01-02-2017","haro guanga pola irlanda","calificado","operador de capacitación","15-12-2021",71.0,426.0,1.0,2.0,2017.0,17750.0
"quito","pichincha",74.0,1559.0,5.0,0.0,31.0,7976.012698412694,"31-12-2020","narvaez benitez abrahan mauricio","calificado","operador de capacitación","10/2/2020",66.0,1160.0,2.0,12.0,2020.0,8539.834285714282
"quito","pichincha",74.0,1559.0,5.0,0.0,1.0,7976.012698412694,"01-02-2018","narvaez benitez abrahan mauricio","calificado","operador de capacitación","10/2/2020",66.0,1160.0,2.0,2.0,2018.0,8539.834285714282
"manta","manabi",104.0,1835.0,5.0,0.0,31.0,79908.23999999999,"31-12-2020","rojas robalino paulina jamilett","calificado","operador de capacitación","5/6/2020",91.0,22732.0,4.0,12.0,2020.0,79908.23999999999
"manta","manabi",104.0,1835.0,5.0,0.0,1.0,79908.23999999999,"01-02-2018","rojas robalino paulina jamilett","calificado","operador de capacitación","5/6/2020",91.0,22732.0,4.0,2.0,2018.0,79908.23999999999
"quito","pichincha",118.0,1932.0,5.0,32.87225386493084,31.0,11378.186666666665,"31-12-2020","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",404.0,3346.0,5.0,12.0,2020.0,11378.186666666665
"quito","pichincha",118.0,1932.0,5.0,32.87225386493084,1.0,11378.186666666665,"01-02-2018","seguridad industrial pompier chano seinpomep cia. ltda.","calificado","operador de capacitación","29-05-2020",404.0,3346.0,5.0,2.0,2018.0,11378.186666666665
"quito","pichincha",172.0,342.0,5.0,0.0,31.0,6955.200000000001,"31-12-2020","capacitalibertad s.a.","calificado","operador de capacitación","27-04-2020",189.0,3780.0,1.0,12.0,2020.0,6955.200000000001
"quito","pichincha",172.0,342.0,5.0,0.0,1.0,6955.200000000001,"01-02-2018","capacitalibertad s.a.","calificado","operador de capacitación","27-04-2020",189.0,3780.0,1.0,2.0,2018.0,6955.200000000001
"quito","pichincha",177.0,36.0,5.0,35.998484274346346,31.0,1273621.892063492,"31-12-2020","aguilar benavides juan miguel","calificado","operador de capacitación","9/3/2020",2850.0,91200.0,22.0,12.0,2020.0,1273621.892063492
"quito","pichincha",177.0,36.0,5.0,35.998484274346346,1.0,1273621.892063492,"01-02-2018","aguilar benavides juan miguel","calificado","operador de capacitación","9/3/2020",2850.0,91200.0,22.0,2.0,2018.0,1273621.892063492
"otavalo","imbabura",195.0,472.0,5.0,0.0,31.0,2781.6000000000004,"31-12-2020","chamorro chamorro wilfrido orlando","calificado","operador de capacitación","28-12-2020",6.0,240.0,1.0,12.0,2020.0,2781.6000000000004
"otavalo","imbabura",195.0,472.0,5.0,0.0,1.0,2781.6000000000004,"01-02-2018","chamorro chamorro wilfrido orlando","calificado","operador de capacitación","28-12-2020",6.0,240.0,1.0,2.0,2018.0,2781.6000000000004
"loja","loja",240.0,793.0,5.0,0.0,31.0,29740.0,"31-12-2020","fierro cueva johanna del carmen","calificado","operador de capacitación","17-08-2020",66.0,1400.0,2.0,12.0,2020.0,29740.0
"loja","loja",240.0,793.0,5.0,0.0,1.0,29740.0,"01-02-2018","fierro cueva johanna del carmen","calificado","operador de capacitación","17-08-2020",66.0,1400.0,2.0,2.0,2018.0,29740.0
"cuenca","azuay",242.0,8.0,5.0,0.0,31.0,142732.24,"31-12-2020","academia aeronautica yireh flyting yirehfly cia. ltda.","calificado","operador de capacitación","4/5/2020",330.0,68680.0,8.0,12.0,2020.0,142732.24
"cuenca","azuay",242.0,8.0,5.0,0.0,1.0,142732.24,"01-02-2018","academia aeronautica yireh flyting yirehfly cia. ltda.","calificado","operador de capacitación","4/5/2020",330.0,68680.0,8.0,2.0,2018.0,142732.24
