id_curso,curso,area,especialidad,modalidad,carga_horaria,costo
713,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
714,google para la educación y trabajo colaborativo,educación y capacitación,capacitación,desconocida,40,
715,docentes innovadores,educación y capacitación,medios y materiales didácticos,desconocida,32,
716,formación de formadores,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,desconocida,40,
724,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",transporte y logística,transporte de carga y de pasajeros,desconocida,40,
725,control eléctrico industrial,electricidad y electrónica,electricidad industrial,desconocida,40,
729,coaching para equipos comerciales,finanzas comercio y ventas,marketing y ventas,desconocida,8,
730,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",transporte y logística,transporte de carga y de pasajeros,desconocida,40,
731,administración de contratos de obra y fiscalización: taller para el debido proceso,administración y legislación,legislación,desconocida,40,
732,manejo de la plataforma suia,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
736,mediación módulo i,administración y legislación,legislación,desconocida,40,
737,instalaciones eléctricas residenciales,electricidad y electrónica,electricidad domiciliaria,desconocida,32,
738,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
739,anexos tributarios,administración y legislación,administración contable y de costos,desconocida,8,
740,declaraciones tributarias,administración y legislación,administración contable y de costos,desconocida,32,
741,"asistencia en contabilidad, tributacion, y nomina modulo 4 nómina",administración y legislación,administración contable y de costos,desconocida,24,
742,"asistencia en contabilidad, tributacion, y nomina modulo 3 tributacion",administración y legislación,administración contable y de costos,desconocida,40,
743,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",administración y legislación,administración contable y de costos,desconocida,40,
744,contabilidad y nómina,administración y legislación,administración contable y de costos,desconocida,24,
745,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
746,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
791,fundamentos de la planificación estratégica,administración y legislación,administración general,desconocida,8,
792,servicio y atención al cliente con pnl,finanzas comercio y ventas,marketing y ventas,desconocida,16,
793,coaching para gerentes de ventas y marketing,finanzas comercio y ventas,marketing y ventas,desconocida,40,
794,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
795,"word, excel y power point básico",tecnologías de la información y comunicación,programas de escritorio,desconocida,24,232.07999999999998
796,manejo de la plataforma suia,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
797,fiscalización ambiental,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,40,
802,diseño geométrico de vías con autodesk civil 3d,educación y capacitación,metodología y técnica de aprendizaje,desconocida,40,
803,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
804,gestión por procesos,administración y legislación,gestión de la calidad,desconocida,40,
805,gestión de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
812,cultura emprendedora,administración y legislación,administración general,desconocida,8,
813,desarrollo de aplicaciones moviles multiplataforma con ionic,tecnologías de la información y comunicación,lenguaje de programación,desconocida,40,386.8
814,programación en arduino aplicado a la robótica,tecnologías de la información y comunicación,lenguaje de programación,desconocida,40,386.8
815,control eléctrico industrial,electricidad y electrónica,electricidad industrial,desconocida,40,
816,buenas practicas de manufactura de alimentos procesados (bpm),alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,desconocida,40,
819,google para la educación y trabajo colaborativo,educación y capacitación,capacitación,desconocida,40,
820,excel para la gestión comercial,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,124.80000000000001
823,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
824,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
825,administración de la nómina de empleados,administración y legislación,gestión del talento humano,desconocida,16,
826,tributacion basica,administración y legislación,administración contable y de costos,desconocida,8,
827,determinación de las etapas o fases de la contratación pública,administración y legislación,administración general,desconocida,24,
828,manejo de excel básico,tecnologías de la información y comunicación,programas de escritorio,desconocida,40,266.8
829,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
832,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
833,liderazgo y trabajo en equipo,administración y legislación,gestión del talento humano,desconocida,16,
838,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
839,equipos de protección personal,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,24,
840,prevención de riesgo eléctrico,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
841,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
845,trabajos en espacios confinados,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
846,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
854,evaluacion pedagogica ci setec,educación y capacitación,diseño educativo y curricular,desconocida,8,
855,prevención de riesgos laborales en establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
856,fundamentos de la seguridad y salud en el trabajo,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
857,brigadas de emergencias,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
858,prevención de riesgos laborales,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
859,gestión interna de los residuos y desechos generados en los establecimientos de salud,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,8,
860,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,forestal ecología y medio ambiente,gestión e impacto ambiental,desconocida,16,
861,limpieza y desinfección hospitalaria,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,40,
896,sistema de gestión de seguridad y salud laboral,procesos industriales,seguridad prevención de riesgos e higiene industrial,desconocida,16,
897,psicometría aplicada en el ámbito laboral,administración y legislación,gestión del talento humano,desconocida,16,
