id_curso,area,especialidad,curso,modalidad,carga_horaria,costo
272,forestal ecología y medio ambiente,gestión e impacto ambiental,legislación ambiental y auditorías ambientales en la industria,desconocida,40.0,
273,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
274,finanzas comercio y ventas,marketing y ventas,herramientas de marketing digital,desconocida,40.0,
275,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas residenciales,desconocida,32.0,
276,educación y capacitación,capacitación,estadística descriptiva aplicada a la investigación científica,desconocida,40.0,
277,transporte y logística,sistemas de información geográfica y rutas,arcgis aplicado a la gestión ambiental,desconocida,40.0,
278,finanzas comercio y ventas,riesgo financiero,programa de educación financiera - pef,desconocida,40.0,
279,administración y legislación,administración general,"manejo de portal de compras públicas, preparación de ofertas con módulo mfc y cálculo del vae (para proveedores)",desconocida,24.0,
280,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
281,educación y capacitación,diseño educativo y curricular,pedagogía y didáctica,desconocida,32.0,
282,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipos de protección personal,desconocida,24.0,
283,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
284,educación y capacitación,capacitación,google para la educación y trabajo colaborativo,desconocida,40.0,
285,educación y capacitación,medios y materiales didácticos,docentes innovadores,desconocida,32.0,
286,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40.0,
287,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40.0,
288,electricidad y electrónica,electricidad industrial,control eléctrico industrial,desconocida,40.0,
289,finanzas comercio y ventas,marketing y ventas,coaching para equipos comerciales,desconocida,8.0,
290,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40.0,
291,administración y legislación,legislación,administración de contratos de obra y fiscalización: taller para el debido proceso,desconocida,40.0,
292,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
293,administración y legislación,legislación,mediación módulo i,desconocida,40.0,
294,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas residenciales,desconocida,32.0,
295,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
296,administración y legislación,administración contable y de costos,anexos tributarios,desconocida,8.0,
297,administración y legislación,administración contable y de costos,declaraciones tributarias,desconocida,32.0,
298,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 4 nómina",desconocida,24.0,
299,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 3 tributacion",desconocida,40.0,
300,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40.0,
301,administración y legislación,administración contable y de costos,contabilidad y nómina,desconocida,24.0,
302,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
303,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
304,administración y legislación,administración general,fundamentos de la planificación estratégica,desconocida,8.0,
305,finanzas comercio y ventas,marketing y ventas,servicio y atención al cliente con pnl,desconocida,16.0,
306,finanzas comercio y ventas,marketing y ventas,coaching para gerentes de ventas y marketing,desconocida,40.0,
307,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
308,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point básico",desconocida,24.0,252.0
309,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16.0,
310,forestal ecología y medio ambiente,gestión e impacto ambiental,fiscalización ambiental,desconocida,40.0,
311,educación y capacitación,metodología y técnica de aprendizaje,diseño geométrico de vías con autodesk civil 3d,desconocida,40.0,
312,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
313,administración y legislación,gestión de la calidad,gestión por procesos,desconocida,40.0,
314,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16.0,
315,administración y legislación,administración general,cultura emprendedora,desconocida,8.0,
316,tecnologías de la información y comunicación,lenguaje de programación,desarrollo de aplicaciones moviles multiplataforma con ionic,desconocida,40.0,90.0
317,tecnologías de la información y comunicación,lenguaje de programación,programación en arduino aplicado a la robótica,desconocida,40.0,357.2
318,electricidad y electrónica,electricidad industrial,control eléctrico industrial,desconocida,40.0,
319,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,buenas practicas de manufactura de alimentos procesados (bpm),desconocida,40.0,
320,educación y capacitación,capacitación,google para la educación y trabajo colaborativo,desconocida,40.0,
321,tecnologías de la información y comunicación,programas de escritorio,excel para la gestión comercial,desconocida,40.0,243.6
322,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
323,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
324,administración y legislación,gestión del talento humano,administración de la nómina de empleados,desconocida,16.0,
325,administración y legislación,administración contable y de costos,tributacion basica,desconocida,8.0,
326,administración y legislación,administración general,determinación de las etapas o fases de la contratación pública,desconocida,24.0,
327,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40.0,420.0
328,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
329,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
330,administración y legislación,gestión del talento humano,liderazgo y trabajo en equipo,desconocida,16.0,
331,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40.0,
332,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipos de protección personal,desconocida,24.0,
333,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40.0,
334,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
335,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16.0,
336,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
337,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8.0,
338,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales en establecimientos de salud,desconocida,16.0,
339,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16.0,
340,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8.0,
341,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16.0,
342,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión interna de los residuos y desechos generados en los establecimientos de salud,desconocida,8.0,
